V2_mean	Isense_mean	dt
-220	488	474
-219	505	473
-217	520	472
-216	534	471
-215	549	470
-213	563	470
-212	576	469
-211	580	466
-210	552	465
-208	512	466
-207	477	466
-206	449	467
-204	434	468
-203	437	468
-202	452	467
-201	469	467
-199	485	466
-198	500	466
-197	515	466
-196	530	465
-194	549	464
-193	593	464
-192	657	465
-190	738	464
-189	741	462
-188	479	488
-187	527	461
-185	500	462
-184	518	462
-183	533	464
-182	569	465
-180	413	488
-179	687	466
-178	738	466
-176	818	466
-175	812	463
-174	483	488
-173	747	460
-171	744	459
-170	742	456
-169	744	455
-168	499	454
-166	703	454
-165	669	456
-164	644	456
-162	623	455
-161	611	460
-160	622	460
-159	632	456
-157	641	459
-156	656	459
-155	669	456
-153	674	460
-152	676	460
-151	691	465
-150	708	465
-148	723	461
-147	708	464
-146	664	458
-145	638	459
-143	611	461
-142	594	459
-141	586	467
-139	597	465
-138	613	468
-137	627	470
-136	637	466
-134	646	473
-133	656	474
-132	670	477
-131	686	478
-129	702	479
-128	715	485
-127	720	482
-125	471	486
-124	648	476
-123	612	480
-122	591	480
-120	578	482
-119	370	485
-118	590	483
-117	600	487
-115	606	487
-114	622	489
-113	435	484
-111	445	488
-110	457	483
-109	467	487
-108	695	496
-106	485	496
-105	467	479
-104	432	482
-102	404	481
-101	378	481
-100	363	484
-99	555	497
-97	565	497
-96	580	498
-95	595	498
-94	611	499
-92	416	479
-91	642	500
-90	657	501
-88	671	501
-87	685	503
-86	699	503
-85	709	502
-83	687	501
-82	650	502
-81	615	502
-80	587	503
-78	573	503
-77	580	503
-76	597	504
-74	613	504
-73	631	504
-72	646	505
-71	660	505
-69	673	505
-68	689	506
-67	695	505
-66	701	506
-64	750	471
-63	709	506
-62	695	505
-60	811	506
-59	882	506
-58	681	484
-57	890	506
-55	896	504
-54	894	507
-53	896	507
-51	883	507
-50	892	507
-49	894	507
-48	936	507
-46	981	507
-45	1007	507
-44	1013	508
-43	1010	508
-41	990	508
-40	992	508
-39	974	508
-37	968	509
-36	948	509
-35	934	510
